trip_id,source_trip_id,service_day,catalog_number,sign,direction,alternative,line_id,origin_stop_id,destination_stop_id,day_offset,departure_min,arrival_min,duration_min,vehicle_type_ids,distance_km,existing_flag,custom_json,daily_passengers,weekly_passengers,avg_commuters_per_ride_weekly,low_demand_flag
606,606,unknown,92003,3,1,0,,31336,32742,0,780,830,50,minibus,15.095,,,,,,True
607,607,unknown,92003,3,2,0,,31377,31736,0,780,824,44,minibus,15.13,,,,,,True
608,608,unknown,24004,4,1,0,,35629,30883,0,780,804,24,,5.001,,,,,,True
609,609,unknown,24004,4,2,0,,35628,38586,0,780,810,30,,5.075,,,,,,True
610,610,unknown,69005,5,1,0,,35629,30883,0,780,819,39,,8.079,,,,,,True
611,611,unknown,69005,5,2,0,,35628,38586,0,780,814,34,,8.724,,,,,,True
612,612,unknown,47006,6,1,0,,35629,33559,0,780,810,30,,7.56,,,,,,True
613,613,unknown,47006,6,2,0,,33559,38586,0,780,814,34,,8.583,,,,,,True
614,614,unknown,22007,7,1,0,,26806,31491,0,780,878,98,,16.573,,,,,,True
615,615,unknown,22007,7,2,0,,37538,26807,0,780,877,97,,18.29,,,,,,True
616,616,unknown,37008,8,1,0,,31345,32742,0,780,851,71,urban,19.271,,,,,,True
617,617,unknown,37008,8,2,0,,31377,34063,0,780,850,70,urban,18.924,,,,,,True
618,618,unknown,42010,10,3,0,,37538,38924,0,780,790,10,urban,4.0,,,,,,True
619,619,unknown,34015,15,1,0,,35315,31470,0,780,844,64,minibus,16.789,,,,,,True
620,620,unknown,34015,15,2,0,,31470,35335,0,780,835,55,minibus,16.538,,,,,,True
621,621,unknown,23018,18,1,0,,26945,35335,0,780,853,73,urban,17.749,,,,,,True
622,622,unknown,23018,18,2,0,,35315,26945,0,780,853,73,urban,17.291,,,,,,True
623,623,unknown,40028,28,1,0,,20789,33551,0,780,878,98,urban,16.201,,,,,,True
624,624,unknown,40028,28,2,0,,33550,20788,0,780,856,76,urban,17.273,,,,,,True
625,625,unknown,20036,36,1,0,,20277,35315,0,780,855,75,,17.54,,,,,,True
626,626,unknown,20036,36,2,0,,31313,25867,0,780,868,88,,17.287,,,,,,True
627,627,unknown,21037,37,1,0,,20001,31574,0,780,838,58,urban,18.78,,,,,,True
628,628,unknown,21037,37,2,0,,31581,27997,0,780,842,62,urban,19.037,,,,,,True
629,629,unknown,28055,55,1,0,,20277,33551,0,780,869,89,,19.716,,,,,,True
630,630,unknown,28055,55,2,0,,33550,25867,0,780,866,86,,19.063,,,,,,True
631,631,unknown,23056,56,1,0,,20277,31574,0,780,863,83,,22.068,,,,,,True
632,632,unknown,23056,56,2,0,,31052,25867,0,780,861,81,,21.135,,,,,,True
633,633,unknown,21059,59,1,0,,20001,35341,0,780,856,76,urban,18.289,,,,,,True
634,634,unknown,21059,59,2,0,,31313,27997,0,780,858,78,urban,18.79,,,,,,True
635,635,unknown,14068,68,1,0,,20277,33551,0,780,855,75,,20.409,,,,,,True
636,636,unknown,14068,68,2,0,,33550,25867,0,780,854,74,,20.664,,,,,,True
637,637,unknown,15069,69,1,0,,20001,31738,0,780,836,56,urban,14.471,,,,,,True
638,638,unknown,15069,69,2,0,,38160,27997,0,780,830,50,urban,13.999,,,,,,True
639,639,unknown,31075,75,3,0,,31481,35475,0,780,840,60,urban,17.458,,,,,,True
640,640,unknown,23076,76,1,0,,33599,35335,0,780,864,84,urban,15.827,,,,,,True
641,641,unknown,23076,76,2,0,,35315,33598,0,780,854,74,urban,15.606,,,,,,True
642,642,unknown,33077,77,1,0,,31313,31424,0,780,841,61,urban,15.935,,,,,,True
643,643,unknown,33077,77,2,0,,35377,35335,0,780,835,55,urban,15.376,,,,,,True
644,644,unknown,17078,78,1,0,,33599,35335,0,780,848,68,urban,20.953,,,,,,True
645,645,unknown,17078,78,2,0,,35315,33598,0,780,851,71,urban,20.373,,,,,,True
646,646,unknown,37085,85,1,0,,32298,32771,0,780,840,60,,23.868,,,,,,True
647,647,unknown,37085,85,2,0,,32771,31314,0,780,850,70,,23.699,,,,,,True
648,648,unknown,16115,115,1,0,,33550,25867,0,780,870,90,,17.741,,,,,,True
649,649,unknown,16115,115,2,0,,20277,33551,0,780,867,87,,17.818,,,,,,True
650,650,unknown,10137,137,1,0,,13907,14464,0,780,858,78,,9.406,,,,,,True
651,651,unknown,10137,137,2,0,,14464,15657,0,780,862,82,,9.929,,,,,,True
652,652,unknown,10138,138,1,0,,31344,39943,0,780,854,74,urban,23.767,,,,,,True
653,653,unknown,10138,138,2,0,,31685,31574,0,780,857,77,urban,25.049,,,,,,True
654,654,unknown,13139,139,1,0,,38160,39943,0,780,865,85,urban,26.142,,,,,,True
655,655,unknown,13139,139,2,0,,31685,31738,0,780,895,115,urban,26.47,,,,,,True
656,656,unknown,11168,168,1,0,,22935,33551,0,780,853,73,urban,16.738,,,,,,True
657,657,unknown,11168,168,2,0,,33550,25354,0,780,854,74,urban,15.975,,,,,,True
658,658,unknown,15173,173,1,0,,33567,31738,0,780,855,75,,29.337,,,,,,True
659,659,unknown,11179,179,1,0,,35629,33598,0,780,850,70,,23.581,,,,,,True
660,660,unknown,11179,179,2,0,,33599,38586,0,780,858,78,,23.289,,,,,,True
661,661,unknown,12180,180,1,0,,35552,20164,0,780,854,74,,21.351,,,,,,True
662,662,unknown,12180,180,2,0,,20163,39590,0,780,835,55,,23.197,,,,,,True
663,663,unknown,19205,205,1,0,,31574,26807,0,780,857,77,,21.244,,,,,,True
664,664,unknown,19205,205,2,0,,26806,31574,0,780,853,73,,20.788,,,,,,True
665,665,unknown,10236,236,1,0,,25358,35335,0,780,847,67,urban,16.679,,,,,,True
666,666,unknown,10236,236,2,0,,31313,26956,0,780,845,65,urban,16.302,,,,,,True
667,667,unknown,14256,256,1,0,,35475,25937,0,780,832,52,urban,16.116,,,,,,True
668,668,unknown,14256,256,2,0,,20001,36639,0,780,830,50,urban,16.346,,,,,,True
669,669,unknown,10277,277,1,0,,35628,2000,0,780,885,105,,60.063,,,,,,True
670,670,unknown,10277,277,2,0,,2007,30883,0,780,880,100,,60.455,,,,,,True
671,671,unknown,19279,279,1,0,,35629,36583,0,780,855,75,,23.87,,,,,,True
672,672,unknown,19279,279,2,0,,36583,38586,0,780,844,64,,23.212,,,,,,True
673,673,unknown,11280,280,1,0,,35552,20164,0,780,859,79,,23.308,,,,,,True
674,674,unknown,12281,281,1,0,,35628,60817,0,780,850,70,,36.492,,,,,,True
675,675,unknown,12281,281,2,0,,61417,30883,0,780,855,75,,40.244,,,,,,True
676,676,unknown,16385,385,1,0,,39945,31995,0,780,825,45,,25.111,,,,,,True
677,677,unknown,11436,436,2,0,,38184,20164,0,780,863,83,urban,24.848,,,,,,True
678,678,unknown,14444,444,1,0,,37015,35275,0,780,860,80,,39.549,,,,,,True
679,679,unknown,14444,444,2,0,,37528,37015,0,780,874,94,,40.627,,,,,,True
680,680,unknown,24004,4,1,0,,35629,30883,0,810,838,28,,5.001,,,,,,True
681,681,unknown,24004,4,2,0,,35628,38586,0,810,833,23,,5.075,,,,,,True
682,682,unknown,69005,5,1,0,,35629,30883,0,810,849,39,,8.079,,,,,,True
683,683,unknown,69005,5,2,0,,35628,38586,0,810,842,32,,8.724,,,,,,True
684,684,unknown,47006,6,1,0,,35629,33559,0,810,839,29,,7.56,,,,,,True
685,685,unknown,47006,6,2,0,,33559,38586,0,810,843,33,,8.583,,,,,,True
686,686,unknown,14068,68,1,0,,20277,33551,0,810,885,75,,20.409,,,,,,True
687,687,unknown,14068,68,2,0,,33550,25867,0,810,888,78,,20.664,,,,,,True
688,688,unknown,70001,1,1,0,,31313,33551,0,840,900,60,urban,15.21,,,,,,True
689,689,unknown,70001,1,2,0,,33550,35315,0,840,896,56,urban,14.884,,,,,,True
690,690,unknown,58002,2,3,0,,31738,31738,0,840,880,40,urban,10.415,,,,,,True
691,691,unknown,92003,3,1,0,,31336,32742,0,840,890,50,minibus,15.095,,,,,,True
692,692,unknown,92003,3,2,0,,31377,31736,0,840,884,44,minibus,15.13,,,,,,True
693,693,unknown,24004,4,1,0,,35629,30883,0,840,859,19,,5.001,,,,,,True
694,694,unknown,24004,4,2,0,,35628,38586,0,840,859,19,,5.075,,,,,,True
695,695,unknown,69005,5,1,0,,35629,30883,0,840,879,39,,8.079,,,,,,True
696,696,unknown,69005,5,2,0,,35628,38586,0,840,870,30,,8.724,,,,,,True
697,697,unknown,47006,6,1,0,,35629,33559,0,840,866,26,,7.56,,,,,,True
698,698,unknown,47006,6,2,0,,33559,38586,0,840,869,29,,8.583,,,,,,True
699,699,unknown,22007,7,1,0,,26806,31491,0,840,938,98,,16.573,,,,,,True
700,700,unknown,22007,7,2,0,,37538,26807,0,840,943,103,,18.29,,,,,,True
701,701,unknown,37008,8,1,0,,31345,32742,0,840,910,70,urban,19.271,,,,,,True
702,702,unknown,37008,8,2,0,,31377,34063,0,840,910,70,urban,18.924,,,,,,True
703,703,unknown,42010,10,3,0,,37538,38924,0,840,852,12,urban,4.0,,,,,,True
704,704,unknown,34015,15,1,0,,35315,31470,0,840,896,56,minibus,16.789,,,,,,True
705,705,unknown,34015,15,2,0,,31470,35335,0,840,898,58,minibus,16.538,,,,,,True
706,706,unknown,23018,18,1,0,,26945,35335,0,840,909,69,urban,17.749,,,,,,True
707,707,unknown,23018,18,2,0,,35315,26945,0,840,913,73,urban,17.291,,,,,,True
708,708,unknown,40028,28,1,0,,20789,33551,0,840,915,75,urban,16.201,,,,,,True
709,709,unknown,40028,28,2,0,,33550,20788,0,840,916,76,urban,17.273,,,,,,True
710,710,unknown,20036,36,1,0,,20277,35315,0,840,919,79,,17.54,,,,,,True
711,711,unknown,20036,36,2,0,,31313,25867,0,840,928,88,,17.287,,,,,,True
712,712,unknown,21037,37,1,0,,20001,31574,0,840,898,58,urban,18.78,,,,,,True
713,713,unknown,21037,37,2,0,,31581,27997,0,840,907,67,urban,19.037,,,,,,True
714,714,unknown,28055,55,1,0,,20277,33551,0,840,932,92,,19.716,,,,,,True
715,715,unknown,28055,55,2,0,,33550,25867,0,840,928,88,,19.063,,,,,,True
716,716,unknown,23056,56,1,0,,20277,31574,0,840,929,89,,22.068,,,,,,True
717,717,unknown,23056,56,2,0,,31052,25867,0,840,919,79,,21.135,,,,,,True
718,718,unknown,20058,58,1,0,,38160,32771,0,840,910,70,,24.926,,,,,,True
719,719,unknown,21059,59,1,0,,20001,35341,0,840,914,74,urban,18.289,,,,,,True
720,720,unknown,21059,59,2,0,,31313,27997,0,840,916,76,urban,18.79,,,,,,True
721,721,unknown,14068,68,1,0,,20277,33551,0,840,915,75,,20.409,,,,,,True
722,722,unknown,14068,68,2,0,,33550,25867,0,840,916,76,,20.664,,,,,,True
723,723,unknown,15069,69,1,0,,20001,31738,0,840,896,56,urban,14.471,,,,,,True
724,724,unknown,15069,69,2,0,,38160,27997,0,840,893,53,urban,13.999,,,,,,True
725,725,unknown,31075,75,3,0,,31481,35475,0,840,900,60,urban,17.458,,,,,,True
726,726,unknown,23076,76,1,0,,33599,35335,0,840,910,70,urban,15.827,,,,,,True
727,727,unknown,23076,76,2,0,,35315,33598,0,840,908,68,urban,15.606,,,,,,True
728,728,unknown,33077,77,1,0,,31313,31424,0,840,897,57,urban,15.935,,,,,,True
729,729,unknown,33077,77,2,0,,35377,35335,0,840,898,58,urban,15.376,,,,,,True
730,730,unknown,17078,78,1,0,,33599,35335,0,840,908,68,urban,20.953,,,,,,True
731,731,unknown,17078,78,2,0,,35315,33598,0,840,911,71,urban,20.373,,,,,,True
732,732,unknown,37085,85,1,0,,32298,32771,0,840,899,59,,23.868,,,,,,True
733,733,unknown,37085,85,2,0,,32771,31314,0,840,910,70,,23.699,,,,,,True
734,734,unknown,16115,115,1,0,,33550,25867,0,840,930,90,,17.741,,,,,,True
735,735,unknown,16115,115,2,0,,20277,33551,0,840,927,87,,17.818,,,,,,True
736,736,unknown,10137,137,1,0,,13907,14464,0,840,908,68,,9.406,,,,,,True
737,737,unknown,10137,137,2,0,,14464,15657,0,840,909,69,,9.929,,,,,,True
738,738,unknown,10138,138,1,0,,31344,39943,0,840,913,73,urban,23.767,,,,,,True
739,739,unknown,10138,138,2,0,,31685,31574,0,840,917,77,urban,25.049,,,,,,True
740,740,unknown,13139,139,1,0,,38160,39943,0,840,925,85,urban,26.142,,,,,,True
741,741,unknown,13139,139,2,0,,31685,31738,0,840,955,115,urban,26.47,,,,,,True
742,742,unknown,11168,168,1,0,,22935,33551,0,840,916,76,urban,16.738,,,,,,True
743,743,unknown,11168,168,2,0,,33550,25354,0,840,908,68,urban,15.975,,,,,,True
744,744,unknown,15173,173,2,0,,38160,39590,0,840,895,55,,28.673,,,,,,True
745,745,unknown,15174,174,2,0,,34025,39590,0,840,925,85,,44.505,,,,,,True
746,746,unknown,11179,179,1,0,,35629,33598,0,840,913,73,,23.581,,,,,,True
747,747,unknown,11179,179,2,0,,33599,38586,0,840,911,71,,23.289,,,,,,True
748,748,unknown,12180,180,2,0,,20163,39590,0,840,903,63,,23.197,,,,,,True
749,749,unknown,19205,205,1,0,,31574,26807,0,840,916,76,,21.244,,,,,,True
750,750,unknown,19205,205,2,0,,26806,31574,0,840,914,74,,20.788,,,,,,True
751,751,unknown,10236,236,1,0,,25358,35335,0,840,913,73,urban,16.679,,,,,,True
752,752,unknown,10236,236,2,0,,31313,26956,0,840,899,59,urban,16.302,,,,,,True
753,753,unknown,14256,256,1,0,,35475,25937,0,840,894,54,urban,16.116,,,,,,True
754,754,unknown,14256,256,2,0,,20001,36639,0,840,896,56,urban,16.346,,,,,,True
755,755,unknown,10277,277,1,0,,35628,2000,0,840,950,110,,60.063,,,,,,True
756,756,unknown,10277,277,2,0,,2007,30883,0,840,974,134,,60.455,,,,,,True
757,757,unknown,19279,279,1,0,,35629,36583,0,840,915,75,,23.87,,,,,,True
758,758,unknown,19279,279,2,0,,36583,38586,0,840,910,70,,23.212,,,,,,True
759,759,unknown,11280,280,1,0,,35552,20164,0,840,917,77,,23.308,,,,,,True
760,760,unknown,11280,280,2,0,,20163,39590,0,840,909,69,,24.949,,,,,,True
761,761,unknown,12281,281,1,0,,35628,60817,0,840,910,70,,36.492,,,,,,True
762,762,unknown,12281,281,2,0,,61417,30883,0,840,915,75,,40.244,,,,,,True
763,763,unknown,16285,285,2,0,,12945,30883,0,840,938,98,,68.355,,,,,,True
764,764,unknown,11379,379,2,0,,20001,39590,0,840,915,75,,27.12,,,,,,True
765,765,unknown,14444,444,1,0,,37015,35275,0,840,920,80,,39.549,,,,,,True
766,766,unknown,14444,444,2,0,,37528,37015,0,840,934,94,,40.627,,,,,,True
767,767,unknown,24004,4,2,0,,35628,38586,0,870,888,18,,5.075,,,,,,True
768,768,unknown,47006,6,1,0,,35629,33559,0,870,896,26,,7.56,,,,,,True
769,769,unknown,47006,6,2,0,,33559,38586,0,870,903,33,,8.583,,,,,,True
770,770,unknown,14068,68,1,0,,20277,33551,0,870,945,75,,20.409,,,,,,True
771,771,unknown,70001,1,1,0,,31313,33551,0,900,966,66,urban,15.21,,,,,,True
772,772,unknown,70001,1,2,0,,33550,35315,0,900,980,80,urban,14.884,,,,,,True
773,773,unknown,58002,2,3,0,,31738,31738,0,900,940,40,urban,10.415,,,,,,True
774,774,unknown,92003,3,2,0,,31377,31736,0,900,944,44,minibus,15.13,,,,,,True
775,775,unknown,24004,4,1,0,,35629,30883,0,900,918,18,,5.001,,,,,,True
776,776,unknown,24004,4,2,0,,35628,38586,0,900,921,21,,5.075,,,,,,True
777,777,unknown,69005,5,1,0,,35629,30883,0,900,939,39,,8.079,,,,,,True
778,778,unknown,69005,5,2,0,,35628,38586,0,900,932,32,,8.724,,,,,,True
779,779,unknown,47006,6,1,0,,35629,33559,0,900,927,27,,7.56,,,,,,True
780,780,unknown,47006,6,2,0,,33559,38586,0,900,947,47,,8.583,,,,,,True
781,781,unknown,22007,7,1,0,,26806,31491,0,900,998,98,,16.573,,,,,,True
782,782,unknown,22007,7,2,0,,37538,26807,0,900,997,97,,18.29,,,,,,True
783,783,unknown,37008,8,1,0,,31345,32742,0,900,981,81,urban,19.271,,,,,,True
784,784,unknown,37008,8,2,0,,31377,34063,0,900,991,91,urban,18.924,,,,,,True
785,785,unknown,42010,10,3,0,,37538,38924,0,900,933,33,urban,4.0,,,,,,True
786,786,unknown,34015,15,1,0,,35315,31470,0,900,961,61,minibus,16.789,,,,,,True
787,787,unknown,34015,15,2,0,,31470,35335,0,900,966,66,minibus,16.538,,,,,,True
788,788,unknown,23018,18,1,0,,26945,35335,0,900,973,73,urban,17.749,,,,,,True
789,789,unknown,23018,18,2,0,,35315,26945,0,900,973,73,urban,17.291,,,,,,True
790,790,unknown,40028,28,1,0,,20789,33551,0,900,975,75,urban,16.201,,,,,,True
791,791,unknown,40028,28,2,0,,33550,20788,0,900,976,76,urban,17.273,,,,,,True
792,792,unknown,20036,36,1,0,,20277,35315,0,900,977,77,,17.54,,,,,,True
793,793,unknown,20036,36,2,0,,31313,25867,0,900,988,88,,17.287,,,,,,True
794,794,unknown,21037,37,1,0,,20001,31574,0,900,962,62,urban,18.78,,,,,,True
795,795,unknown,21037,37,2,0,,31581,27997,0,900,970,70,urban,19.037,,,,,,True
796,796,unknown,28055,55,1,0,,20277,33551,0,900,1012,112,,19.716,,,,,,True
797,797,unknown,28055,55,2,0,,33550,25867,0,900,993,93,,19.063,,,,,,True
798,798,unknown,23056,56,1,0,,20277,31574,0,900,999,99,,22.068,,,,,,True
799,799,unknown,23056,56,2,0,,31052,25867,0,900,985,85,,21.135,,,,,,True
800,800,unknown,21059,59,1,0,,20001,35341,0,900,989,89,urban,18.289,,,,,,True
801,801,unknown,21059,59,2,0,,31313,27997,0,900,990,90,urban,18.79,,,,,,True
802,802,unknown,14068,68,1,0,,20277,33551,0,900,985,85,,20.409,,,,,,True
803,803,unknown,14068,68,2,0,,33550,25867,0,900,987,87,,20.664,,,,,,True
804,804,unknown,15069,69,1,0,,20001,31738,0,900,955,55,urban,14.471,,,,,,True
805,805,unknown,15069,69,2,0,,38160,27997,0,900,956,56,urban,13.999,,,,,,True
806,806,unknown,31075,75,3,0,,31481,35475,0,900,960,60,urban,17.458,,,,,,True
807,807,unknown,23076,76,1,0,,33599,35335,0,900,972,72,urban,15.827,,,,,,True
808,808,unknown,23076,76,2,0,,35315,33598,0,900,966,66,urban,15.606,,,,,,True
809,809,unknown,33077,77,1,0,,31313,31424,0,900,949,49,urban,15.935,,,,,,True
810,810,unknown,33077,77,2,0,,35377,35335,0,900,951,51,urban,15.376,,,,,,True
811,811,unknown,17078,78,1,0,,33599,35335,0,900,987,87,urban,20.953,,,,,,True
812,812,unknown,17078,78,2,0,,35315,33598,0,900,971,71,urban,20.373,,,,,,True
813,813,unknown,37085,85,1,0,,32298,32771,0,900,967,67,,23.868,,,,,,True
814,814,unknown,37085,85,2,0,,32771,31314,0,900,970,70,,23.699,,,,,,True
815,815,unknown,16115,115,1,0,,33550,25867,0,900,990,90,,17.741,,,,,,True
816,816,unknown,16115,115,2,0,,20277,33551,0,900,987,87,,17.818,,,,,,True
817,817,unknown,10137,137,1,0,,13907,14464,0,900,978,78,,9.406,,,,,,True
818,818,unknown,10138,138,1,0,,31344,39943,0,900,974,74,urban,23.767,,,,,,True
819,819,unknown,10138,138,2,0,,31685,31574,0,900,977,77,urban,25.049,,,,,,True
820,820,unknown,13139,139,1,0,,38160,39943,0,900,985,85,urban,26.142,,,,,,True
821,821,unknown,13139,139,2,0,,31685,31738,0,900,1015,115,urban,26.47,,,,,,True
822,822,unknown,11168,168,1,0,,22935,33551,0,900,985,85,urban,16.738,,,,,,True
823,823,unknown,11168,168,2,0,,33550,25354,0,900,974,74,urban,15.975,,,,,,True
824,824,unknown,15173,173,1,0,,33567,31738,0,900,980,80,,29.337,,,,,,True
825,825,unknown,15174,174,2,0,,34025,39590,0,900,985,85,,44.505,,,,,,True
826,826,unknown,11179,179,1,0,,35629,33598,0,900,970,70,,23.581,,,,,,True
827,827,unknown,11179,179,2,0,,33599,38586,0,900,965,65,,23.289,,,,,,True
828,828,unknown,12180,180,2,0,,20163,39590,0,900,974,74,,23.197,,,,,,True
829,829,unknown,19205,205,1,0,,31574,26807,0,900,992,92,,21.244,,,,,,True
830,830,unknown,19205,205,2,0,,26806,31574,0,900,999,99,,20.788,,,,,,True
831,831,unknown,10236,236,1,0,,25358,35335,0,900,978,78,urban,16.679,,,,,,True
832,832,unknown,10236,236,2,0,,31313,26956,0,900,966,66,urban,16.302,,,,,,True
833,833,unknown,14256,256,1,0,,35475,25937,0,900,959,59,urban,16.116,,,,,,True
834,834,unknown,14256,256,2,0,,20001,36639,0,900,948,48,urban,16.346,,,,,,True
835,835,unknown,10277,277,1,0,,35628,2000,0,900,1005,105,,60.063,,,,,,True
836,836,unknown,10277,277,2,0,,2007,30883,0,900,1040,140,,60.455,,,,,,True
837,837,unknown,19279,279,1,0,,35629,36583,0,900,982,82,,23.87,,,,,,True
838,838,unknown,19279,279,2,0,,36583,38586,0,900,976,76,,23.212,,,,,,True
839,839,unknown,11280,280,1,0,,35552,20164,0,900,987,87,,23.308,,,,,,True
840,840,unknown,12281,281,1,0,,35628,60817,0,900,970,70,,36.492,,,,,,True
841,841,unknown,12281,281,2,0,,61417,30883,0,900,975,75,,40.244,,,,,,True
842,842,unknown,11379,379,2,0,,20001,39590,0,900,981,81,,27.12,,,,,,True
843,843,unknown,11436,436,1,0,,20163,31557,0,900,985,85,urban,26.237,,,,,,True
844,844,unknown,11436,436,2,0,,38184,20164,0,900,983,83,urban,24.848,,,,,,True
845,845,unknown,14444,444,1,0,,37015,35275,0,900,980,80,,39.549,,,,,,True
846,846,unknown,14444,444,2,0,,37528,37015,0,900,994,94,,40.627,,,,,,True
847,847,unknown,11453,453,1,0,,38530,3375,0,900,985,85,,54.299,,,,,,True
848,848,unknown,24004,4,1,0,,35629,30883,0,930,957,27,,5.001,,,,,,True
849,849,unknown,24004,4,2,0,,35628,38586,0,930,956,26,,5.075,,,,,,True
850,850,unknown,47006,6,1,0,,35629,33559,0,930,964,34,,7.56,,,,,,True
851,851,unknown,47006,6,2,0,,33559,38586,0,930,967,37,,8.583,,,,,,True
852,852,unknown,42010,10,3,0,,37538,38924,0,930,940,10,urban,4.0,,,,,,True
853,853,unknown,14068,68,1,0,,20277,33551,0,930,1005,75,,20.409,,,,,,True
854,854,unknown,70001,1,1,0,,31313,33551,0,960,1025,65,urban,15.21,,,,,,True
855,855,unknown,70001,1,2,0,,33550,35315,0,960,1020,60,urban,14.884,,,,,,True
856,856,unknown,58002,2,3,0,,31738,31738,0,960,1000,40,urban,10.415,,,,,,True
857,857,unknown,92003,3,1,0,,31336,32742,0,960,1015,55,minibus,15.095,,,,,,True
858,858,unknown,92003,3,2,0,,31377,31736,0,960,1004,44,minibus,15.13,,,,,,True
859,859,unknown,24004,4,1,0,,35629,30883,0,960,980,20,,5.001,,,,,,True
860,860,unknown,24004,4,2,0,,35628,38586,0,960,982,22,,5.075,,,,,,True
861,861,unknown,69005,5,1,0,,35629,30883,0,960,999,39,,8.079,,,,,,True
862,862,unknown,69005,5,2,0,,35628,38586,0,960,994,34,,8.724,,,,,,True
863,863,unknown,47006,6,1,0,,35629,33559,0,960,986,26,,7.56,,,,,,True
864,864,unknown,47006,6,2,0,,33559,38586,0,960,995,35,,8.583,,,,,,True
865,865,unknown,22007,7,1,0,,26806,31491,0,960,1058,98,,16.573,,,,,,True
866,866,unknown,22007,7,2,0,,37538,26807,0,960,1057,97,,18.29,,,,,,True
867,867,unknown,37008,8,1,0,,31345,32742,0,960,1040,80,urban,19.271,,,,,,True
868,868,unknown,37008,8,2,0,,31377,34063,0,960,1045,85,urban,18.924,,,,,,True
869,869,unknown,42010,10,3,0,,37538,38924,0,960,975,15,urban,4.0,,,,,,True
870,870,unknown,34015,15,1,0,,35315,31470,0,960,1018,58,minibus,16.789,,,,,,True
871,871,unknown,34015,15,2,0,,31470,35335,0,960,1034,74,minibus,16.538,,,,,,True
872,872,unknown,23018,18,1,0,,26945,35335,0,960,1033,73,urban,17.749,,,,,,True
873,873,unknown,23018,18,2,0,,35315,26945,0,960,1050,90,urban,17.291,,,,,,True
874,874,unknown,40028,28,1,0,,20789,33551,0,960,1035,75,urban,16.201,,,,,,True
875,875,unknown,40028,28,2,0,,33550,20788,0,960,1036,76,urban,17.273,,,,,,True
876,876,unknown,20036,36,1,0,,20277,35315,0,960,1029,69,,17.54,,,,,,True
877,877,unknown,20036,36,2,0,,31313,25867,0,960,1048,88,,17.287,,,,,,True
878,878,unknown,21037,37,1,0,,20001,31574,0,960,1026,66,urban,18.78,,,,,,True
879,879,unknown,21037,37,2,0,,31581,27997,0,960,1032,72,urban,19.037,,,,,,True
880,880,unknown,28055,55,1,0,,20277,33551,0,960,1072,112,,19.716,,,,,,True
881,881,unknown,28055,55,2,0,,33550,25867,0,960,1065,105,,19.063,,,,,,True
882,882,unknown,23056,56,1,0,,20277,31574,0,960,1054,94,,22.068,,,,,,True
883,883,unknown,23056,56,2,0,,31052,25867,0,960,1050,90,,21.135,,,,,,True
884,884,unknown,20058,58,1,0,,38160,32771,0,960,1030,70,,24.926,,,,,,True
885,885,unknown,21059,59,1,0,,20001,35341,0,960,1049,89,urban,18.289,,,,,,True
886,886,unknown,21059,59,2,0,,31313,27997,0,960,1050,90,urban,18.79,,,,,,True
887,887,unknown,14068,68,1,0,,20277,33551,0,960,1053,93,,20.409,,,,,,True
888,888,unknown,14068,68,2,0,,33550,25867,0,960,1053,93,,20.664,,,,,,True
889,889,unknown,15069,69,1,0,,20001,31738,0,960,1034,74,urban,14.471,,,,,,True
890,890,unknown,15069,69,2,0,,38160,27997,0,960,1025,65,urban,13.999,,,,,,True
891,891,unknown,31075,75,3,0,,31481,35475,0,960,1033,73,urban,17.458,,,,,,True
892,892,unknown,23076,76,1,0,,33599,35335,0,960,1045,85,urban,15.827,,,,,,True
893,893,unknown,23076,76,2,0,,35315,33598,0,960,1040,80,urban,15.606,,,,,,True
894,894,unknown,33077,77,1,0,,31313,31424,0,960,1026,66,urban,15.935,,,,,,True
895,895,unknown,33077,77,2,0,,35377,35335,0,960,1013,53,urban,15.376,,,,,,True
896,896,unknown,17078,78,1,0,,33599,35335,0,960,1045,85,urban,20.953,,,,,,True
897,897,unknown,17078,78,2,0,,35315,33598,0,960,1031,71,urban,20.373,,,,,,True
898,898,unknown,37085,85,1,0,,32298,32771,0,960,1021,61,,23.868,,,,,,True
899,899,unknown,37085,85,2,0,,32771,31314,0,960,1030,70,,23.699,,,,,,True
900,900,unknown,16115,115,1,0,,33550,25867,0,960,1050,90,,17.741,,,,,,True
901,901,unknown,16115,115,2,0,,20277,33551,0,960,1049,89,,17.818,,,,,,True
902,902,unknown,10137,137,1,0,,13907,14464,0,960,1038,78,,9.406,,,,,,True
903,903,unknown,10138,138,1,0,,31344,39943,0,960,1049,89,urban,23.767,,,,,,True
904,904,unknown,10138,138,2,0,,31685,31574,0,960,1037,77,urban,25.049,,,,,,True
905,905,unknown,13139,139,1,0,,38160,39943,0,960,1045,85,urban,26.142,,,,,,True
906,906,unknown,13139,139,2,0,,31685,31738,0,960,1075,115,urban,26.47,,,,,,True
907,907,unknown,11168,168,1,0,,22935,33551,0,960,1040,80,urban,16.738,,,,,,True
908,908,unknown,11168,168,2,0,,33550,25354,0,960,1049,89,urban,15.975,,,,,,True
909,909,unknown,15173,173,2,0,,38160,39590,0,960,1018,58,,28.673,,,,,,True
910,910,unknown,11179,179,1,0,,35629,33598,0,960,1030,70,,23.581,,,,,,True
911,911,unknown,11179,179,2,0,,33599,38586,0,960,1025,65,,23.289,,,,,,True
